step,user.self,sys.self,elapsed,plot_type
TOTAL,0.828000000000003,0.02699999999999969,0.8579999999999757,BaseR
construct,0.03200000000000003,0.0050000000000000044,0.036000000000001364,lg_sctr
build,0.06599999999999984,0.018000000000000016,0.08400000000000318,lg_sctr
render,0.12199999999999989,0.011999999999999955,0.13599999999999568,lg_sctr
draw,1.193,0.06300000000000006,1.3480000000000132,lg_sctr
TOTAL,1.4129999999999998,0.09800000000000003,1.6040000000000134,lg_sctr
construct,0.004999999999999893,0.0010000000000000009,0.006000000000000227,sm_sctr
build,0.015000000000000568,0,0.014000000000010004,sm_sctr
render,0.043999999999999595,0.0010000000000000009,0.044999999999987494,sm_sctr
draw,0.06400000000000006,0.0010000000000000009,0.06499999999999773,sm_sctr
TOTAL,0.1280000000000001,0.0030000000000000027,0.12999999999999545,sm_sctr
construct,0.004999999999999893,0.0030000000000000027,0.025000000000005684,trans
build,0.05800000000000072,0.02300000000000002,0.16100000000000136,trans
render,0.0990000000000002,0.010000000000000009,0.10999999999999943,trans
draw,1.1470000000000002,0.04700000000000004,1.2049999999999983,trans
TOTAL,1.309000000000001,0.08300000000000007,1.5010000000000048,trans
construct,0.008000000000000007,0.006999999999999895,0.09499999999999886,many_axis
build,0.054999999999999716,0.017000000000000015,0.07100000000001216,many_axis
render,0.10099999999999998,0.01100000000000001,0.11199999999999477,many_axis
draw,1.174999999999999,0.051000000000000045,1.2430000000000092,many_axis
TOTAL,1.3389999999999986,0.08599999999999997,1.521000000000015,many_axis
construct,0.009999999999999787,0.008000000000000007,0.10800000000000409,no_lgd
build,0.10300000000000153,0.02100000000000002,0.12600000000000477,no_lgd
render,0.09999999999999964,0.016000000000000014,0.13400000000000034,no_lgd
draw,1.2609999999999992,0.061999999999999944,1.3490000000000038,no_lgd
TOTAL,1.4740000000000002,0.10699999999999998,1.717000000000013,no_lgd
construct,0.006000000000000227,0.007000000000000006,0.09600000000000364,sm_lgd_d
build,0.09200000000000053,0.020000000000000018,0.11299999999999955,sm_lgd_d
render,0.16600000000000037,0.020000000000000018,0.1869999999999976,sm_lgd_d
draw,1.2840000000000007,0.06899999999999995,1.456000000000003,sm_lgd_d
TOTAL,1.5480000000000018,0.11599999999999999,1.8520000000000039,sm_lgd_d
construct,0.0030000000000001137,0.001000000000000112,0.0030000000000001137,lg_lgd_d
build,0.08900000000000041,0.02100000000000013,0.11099999999999,lg_lgd_d
render,0.15499999999999936,0.014000000000000012,0.1700000000000017,lg_lgd_d
draw,1.3049999999999997,0.07299999999999995,1.4719999999999942,lg_lgd_d
TOTAL,1.5519999999999996,0.10900000000000021,1.755999999999986,lg_lgd_d
construct,0.0030000000000001137,0,0.0030000000000001137,lgd_c
build,0.07499999999999929,0.020000000000000018,0.09599999999998943,lgd_c
render,0.12099999999999866,0.01200000000000001,0.13400000000000034,lgd_c
draw,1.2190000000000012,0.05700000000000016,1.2929999999999922,lgd_c
TOTAL,1.4179999999999993,0.08900000000000019,1.525999999999982,lgd_c
construct,0.013000000000001677,0.009000000000000119,0.10600000000000875,fct_5
build,0.09100000000000108,0.020000000000000018,0.11099999999999,fct_5
render,0.18599999999999994,0.014000000000000012,0.2009999999999934,fct_5
draw,1.240000000000002,0.05699999999999994,1.3759999999999906,fct_5
TOTAL,1.5300000000000047,0.10000000000000009,1.7939999999999827,fct_5
construct,0.0030000000000001137,0,0.0040000000000048885,fct_35
build,0.15700000000000003,0.02299999999999991,0.17900000000000205,fct_35
render,0.37599999999999767,0.010000000000000009,0.3859999999999957,fct_35
draw,1.4430000000000014,0.06900000000000017,1.5940000000000083,fct_35
TOTAL,1.9789999999999992,0.10200000000000009,2.163000000000011,fct_35
construct,0.004000000000001336,0,0.0040000000000048885,ht_map
build,0.013999999999999346,0.001000000000000112,0.013999999999995794,ht_map
render,0.06599999999999895,0,0.0660000000000025,ht_map
draw,0.0589999999999975,0,0.0589999999999975,ht_map
TOTAL,0.14299999999999713,0.001000000000000112,0.14300000000000068,ht_map
construct,0.009000000000000341,0.0050000000000001155,0.028999999999996362,lyr2
build,0.13599999999999923,0.040999999999999925,0.2560000000000002,lyr2
render,0.1319999999999979,0.01100000000000012,0.14299999999998647,lyr2
draw,1.1679999999999993,0.05600000000000005,1.3059999999999974,lyr2
TOTAL,1.4449999999999967,0.11300000000000021,1.7339999999999804,lyr2
construct,0.006000000000000227,0,0.006000000000000227,lyr3
build,25.262999999999998,0.08000000000000007,25.373000000000005,lyr3
render,0.18500000000000227,0.014999999999999902,0.20100000000000762,lyr3
draw,1.2240000000000038,0.05800000000000005,1.362000000000009,lyr3
TOTAL,26.678000000000004,0.15300000000000002,26.94200000000002,lyr3
construct,0.005000000000002558,0,0.0040000000000048885,hist
build,0.08699999999999619,0.009000000000000341,0.09600000000000364,hist
render,0.09499999999999886,0.001000000000000334,0.09799999999999898,hist
draw,0.0799999999999983,9.999999999998899e-4,0.08100000000000307,hist
TOTAL,0.2669999999999959,0.011000000000000565,0.2790000000000106,hist
construct,0.0020000000000024443,0,0.001999999999995339,hist_dg
build,0.06499999999999773,0.006000000000000227,0.07099999999999795,hist_dg
render,0.08699999999999619,0,0.08800000000000807,hist_dg
draw,0.06199999999999761,0,0.06200000000001182,hist_dg
TOTAL,0.21599999999999397,0.006000000000000227,0.2230000000000132,hist_dg
construct,0.0020000000000024443,0,0.0010000000000047748,hist_mny_bns
build,0.12099999999999511,0.008000000000000007,0.12999999999999545,hist_mny_bns
render,0.10800000000000409,0.020000000000000018,0.19899999999999807,hist_mny_bns
