step,user.self,sys.self,elapsed,plot_type
TOTAL,1.2670000000000528,0.01500000000001478,1.3340000000025611,BaseR
construct,0.003000000000156433,0,0.001999999993131496,lg_sctr
build,0.06600000000003092,0.026999999999986812,0.09699999999429565,lg_sctr
render,0.12199999999984357,0.021000000000015007,0.14999999999417923,lg_sctr
draw,1.359000000000151,0.03200000000001069,1.4720000000088476,lg_sctr
TOTAL,1.550000000000182,0.0800000000000125,1.720999999990454,lg_sctr
construct,2.91800000000012,0.05200000000002092,3.0740000000078,sm_sctr
build,0.01999999999998181,0.0010000000000047748,0.020999999993364327,sm_sctr
render,0.06500000000005457,0.01700000000002433,0.1379999999917345,sm_sctr
draw,0.11999999999989086,0.018000000000000682,0.15399999999499414,sm_sctr
TOTAL,3.1230000000000473,0.0880000000000507,3.386999999987893,sm_sctr
construct,0.3160000000000309,0.02400000000000091,0.3919999999925494,trans
build,0.05700000000001637,0.019000000000005457,0.07600000000093132,trans
render,0.1230000000000473,0.015999999999991132,0.14400000000023283,trans
draw,1.34699999999998,0.030000000000001137,1.4490000000077998,trans
TOTAL,1.8430000000000746,0.08899999999999864,2.0610000000015134,trans
construct,2.9220000000000255,0.056000000000011596,3.1189999999915017,many_axis
build,0.06500000000005457,0.020999999999986585,0.08699999999953434,many_axis
render,0.1349999999999909,0.020000000000010232,0.16300000000046566,many_axis
draw,1.4510000000000218,0.044999999999987494,1.5939999999973224,many_axis
TOTAL,4.573000000000093,0.1419999999999959,4.962999999988824,many_axis
construct,3.025000000000091,0.07099999999999795,3.235000000000582,no_lgd
build,0.10199999999986176,0.03699999999997772,0.1929999999993015,no_lgd
render,0.10400000000004184,0.019000000000005457,0.13300000000162981,no_lgd
draw,1.5160000000000764,0.033999999999991815,1.6269999999931315,no_lgd
TOTAL,4.747000000000071,0.16099999999997294,5.187999999994645,no_lgd
construct,3.2919999999999163,0.06699999999997885,3.478000000002794,sm_lgd_d
build,0.09699999999997999,0.030000000000001137,0.1290000000008149,sm_lgd_d
render,0.19399999999995998,0.030000000000001137,0.2509999999892898,sm_lgd_d
draw,1.5950000000000273,0.049000000000006594,1.7320000000036089,sm_lgd_d
TOTAL,5.177999999999884,0.17599999999998772,5.5899999999965075,sm_lgd_d
construct,3.5570000000000164,0.08499999999997954,3.772999999986496,lg_lgd_d
build,0.10599999999999454,0.03499999999999659,0.20500000000174623,lg_lgd_d
render,0.22100000000000364,0.030000000000001137,0.27999999999883585,lg_lgd_d
draw,1.6289999999999054,0.051000000000016144,1.7679999999963911,lg_lgd_d
TOTAL,5.51299999999992,0.2009999999999934,6.025999999983469,lg_lgd_d
construct,3.655999999999949,0.09900000000001796,3.9239999999990687,lgd_c
build,0.08300000000008367,0.03300000000001546,0.17299999999522697,lgd_c
render,0.16800000000012005,0.022999999999996135,0.20399999999790452,lgd_c
draw,1.737999999999829,0.05300000000002569,1.8909999999887077,lgd_c
TOTAL,5.644999999999982,0.20800000000005525,6.191999999980908,lgd_c
construct,3.548000000000002,0.10200000000000387,3.775000000008731,fct_5
build,0.0989999999999327,0.03300000000001546,0.1830000000045402,fct_5
render,0.2419999999999618,0.027000000000015234,0.3029999999998836,fct_5
draw,1.0450000000000728,0.045000000000015916,1.1820000000006985,fct_5
TOTAL,4.933999999999969,0.20700000000005048,5.443000000013853,fct_5
construct,3.2569999999998345,0.09000000000000341,3.4909999999945285,fct_35
build,0.21000000000003638,0.054000000000002046,0.3179999999993015,fct_35
render,0.5059999999998581,0.04400000000001114,0.6009999999951106,fct_35
draw,1.1109999999998763,0.06400000000002137,1.286999999996624,fct_35
TOTAL,5.083999999999605,0.25200000000003797,5.6969999999855645,fct_35
construct,3.8220000000001164,0.1529999999999916,4.220999999990454,ht_map
build,0.024999999999863576,0.0010000000000047748,0.027000000001862645,ht_map
render,0.0909999999998945,0.006000000000000227,0.11000000000058208,ht_map
draw,0.17099999999982174,0.03900000000001569,0.2989999999990687,ht_map
TOTAL,4.108999999999696,0.19900000000001228,4.656999999991967,ht_map
construct,0.4099999999998545,0.043000000000006366,0.5489999999990687,lyr2
build,0.12799999999992906,0.03999999999999204,0.16900000000896398,lyr2
render,0.16000000000008185,0.02400000000000091,0.23900000000139698,lyr2
draw,1.4510000000000218,0.030000000000001137,1.5249999999941792,lyr2
TOTAL,2.1489999999998872,0.13700000000000045,2.482000000003609,lyr2
construct,3.2129999999999654,0.09899999999998954,3.4769999999989523,lyr3
build,25.91099999999983,0.1670000000000016,26.263999999995576,lyr3
render,0.16699999999991633,0.021000000000015007,0.20000000001164153,lyr3
draw,1.4010000000000673,0.03499999999999659,1.506999999997788,lyr3
TOTAL,30.69199999999978,0.32200000000000273,31.448000000003958,lyr3
construct,3.0119999999999436,0.06100000000000705,3.1899999999877764,hist
build,0.1349999999999909,0.03200000000001069,0.21299999998882413,hist
render,0.13599999999996726,0.010000000000019327,0.16500000000814907,hist
draw,0.18100000000004002,0.021000000000015007,0.23500000000058208,hist
TOTAL,3.463999999999942,0.12400000000005207,3.8029999999853317,hist
construct,0.5109999999999673,0.03300000000001546,0.6169999999983702,hist_dg
build,0.10799999999994725,0.027999999999991587,0.1860000000015134,hist_dg
render,0.1289999999999054,0.009999999999990905,0.15799999999580905,hist_dg
draw,0.18200000000001637,0.02200000000001978,0.23799999999755528,hist_dg
TOTAL,0.9299999999998363,0.09300000000001774,1.198999999993248,hist_dg
construct,0.4880000000000564,0.030000000000001137,0.588000000003376,hist_mny_bns
build,0.19200000000000728,0.045000000000015916,0.28899999998975545,hist_mny_bns
