step,user.self,sys.self,elapsed,plot_type
render,0.17099999999999227,0.019999999999999574,0.20500000000015461,lyr3
draw,0.6850000000000023,0.038000000000000256,0.8489999999999327,lyr3
TOTAL,26.777999999999963,0.16799999999999926,27.342000000000098,lyr3
construct,0.002999999999985903,0,0.003000000000156433,hist
build,0.11699999999999022,0.03700000000000081,0.31799999999998363,hist
render,0.1209999999999809,0.009000000000000341,0.14999999999986358,hist
draw,0.18000000000000682,0.040000000000000924,0.38599999999996726,hist
TOTAL,0.42099999999996385,0.08600000000000207,0.8569999999999709,hist
construct,0.001999999999981128,0,0.0029999999999290594,hist_dg
build,0.09700000000000841,0.011000000000001009,0.10799999999994725,hist_dg
render,0.13300000000000978,0.010999999999999233,0.16499999999996362,hist_dg
draw,0.19099999999997408,0.032999999999999474,0.2899999999999636,hist_dg
TOTAL,0.4229999999999734,0.054999999999999716,0.5659999999998035,hist_dg
construct,0.002999999999985903,0,0.0029999999999290594,hist_mny_bns
build,0.21399999999999864,0.045999999999999375,0.3949999999999818,hist_mny_bns
render,0.12999999999999545,0.011999999999998678,0.16399999999998727,hist_mny_bns
draw,0.15799999999998704,0.015000000000000568,0.20600000000013097,hist_mny_bns
TOTAL,0.504999999999967,0.07299999999999862,0.7680000000000291,hist_mny_bns
construct,0.010000000000019327,0.011000000000001009,0.15599999999994907,maps_us
build,0.02199999999999136,0.002000000000000668,0.02299999999991087,maps_us
render,0.06100000000000705,0.0039999999999995595,0.0729999999998654,maps_us
draw,0.10999999999998522,0.009999999999999787,0.1349999999999909,maps_us
TOTAL,0.20300000000000296,0.027000000000001023,0.38699999999971624,maps_us
construct,0.003999999999990678,0,0.004000000000132786,maps_sts
build,0.027000000000015234,0.0030000000000001137,0.03000000000020009,maps_sts
render,0.09299999999998931,0.03200000000000003,0.2639999999998963,maps_sts
draw,0.15200000000001523,0.02099999999999902,0.23499999999989996,maps_sts
TOTAL,0.27600000000001046,0.05599999999999916,0.5330000000001291,maps_sts
construct,0.0049999999999954525,0,0.004999999999881766,sf_many
build,0.09200000000001296,0.027000000000001023,0.2519999999999527,sf_many
render,0.0759999999999934,0.010000000000001563,0.1069999999999709,sf_many
draw,0.2990000000000066,0.10899999999999999,0.8339999999998327,sf_many
TOTAL,0.4720000000000084,0.14600000000000257,1.197999999999638,sf_many
construct,0.003999999999990678,0,0.004000000000132786,sf_one
build,0.07899999999997931,0.004000000000001336,0.08500000000003638,sf_one
render,0.6599999999999966,0.016000000000000014,0.6829999999999927,sf_one
draw,0.2980000000000018,0.08800000000000097,0.6670000000001437,sf_one
TOTAL,1.0409999999999684,0.10800000000000232,1.4390000000003056,sf_one
