step,user.self,sys.self,elapsed,plot_type
draw,0.7240000000000038,0.03699999999999992,0.8439999999999941,lyr2
TOTAL,1.0010000000000048,0.0990000000000002,1.2680000000000007,lyr2
construct,0.006000000000000227,0,0.006000000000000227,lyr3
build,25.286999999999992,0.07699999999999996,25.39500000000001,lyr3
render,0.14499999999999602,0.011999999999999567,0.1559999999999775,lyr3
draw,0.7150000000000034,0.020999999999999908,0.7370000000000232,lyr3
TOTAL,26.15299999999999,0.10999999999999943,26.29400000000001,lyr3
construct,0.0020000000000095497,0,0.002999999999985903,hist
build,0.11299999999999955,0.030999999999999694,0.23099999999999454,hist
render,0.09199999999999875,0.001000000000000334,0.09399999999999409,hist
draw,0.08099999999998886,0,0.08199999999999363,hist
TOTAL,0.2879999999999967,0.03200000000000003,0.40999999999996817,hist
construct,0.0030000000000001137,0,0.002999999999985903,hist_dg
build,0.1110000000000042,0.03000000000000025,0.2259999999999991,hist_dg
render,0.09199999999999875,0.001000000000000334,0.09399999999999409,hist_dg
draw,0.07800000000000296,0,0.07800000000000296,hist_dg
TOTAL,0.284000000000006,0.031000000000000583,0.40099999999998204,hist_dg
construct,0.0030000000000001137,0,0.0030000000000143245,hist_mny_bns
build,0.18799999999998818,0.041999999999999815,0.3149999999999977,hist_mny_bns
render,0.09100000000000819,0,0.09100000000000819,hist_mny_bns
draw,0.08199999999999363,0,0.08199999999999363,hist_mny_bns
TOTAL,0.3639999999999901,0.041999999999999815,0.49100000000001387,hist_mny_bns
construct,0.0040000000000048885,0,0.004000000000019099,maps_us
build,0.027999999999991587,0.008000000000000007,0.05099999999998772,maps_us
render,0.058000000000006935,0.016000000000000014,0.1529999999999916,maps_us
draw,0.045000000000001705,9.999999999994458e-4,0.04599999999999227,maps_us
TOTAL,0.13500000000000512,0.024999999999999467,0.2539999999999907,maps_us
construct,0.0030000000000001137,0,0.004000000000019099,maps_sts
build,0.027999999999991587,0.005999999999999339,0.03299999999998704,maps_sts
render,0.07099999999999795,0.020999999999999908,0.18000000000000682,maps_sts
draw,0.046999999999997044,0.001000000000000334,0.049000000000006594,maps_sts
TOTAL,0.1489999999999867,0.02799999999999958,0.26600000000001955,maps_sts
construct,0.0040000000000048885,0,0.0049999999999954525,sf_many
build,0.056000000000011596,0.001000000000000334,0.05700000000001637,sf_many
render,0.04899999999999238,9.999999999994458e-4,0.049000000000006594,sf_many
draw,0.06499999999999773,0.017000000000000348,0.16899999999998272,sf_many
TOTAL,0.1740000000000066,0.019000000000000128,0.28000000000000114,sf_many
construct,0.0030000000000001137,0,0.004000000000019099,sf_one
build,0.05699999999998795,0,0.05700000000001637,sf_one
render,0.42499999999999716,0.006999999999999673,0.43199999999998795,sf_one
draw,0.06999999999999318,0,0.06900000000001683,sf_one
TOTAL,0.5549999999999784,0.006999999999999673,0.5620000000000402,sf_one
