step,user.self,sys.self,elapsed,plot_type
TOTAL,0.554000000000002,0.02099999999999902,0.5749999999998181,BaseR
construct,0.012000000000000455,0.02400000000000091,0.17000000000007276,lg_sctr
build,0.06499999999999773,0.03300000000000125,0.21100000000001273,lg_sctr
render,0.11199999999999477,0.019999999999999574,0.1619999999998072,lg_sctr
draw,0.7210000000000036,0.032999999999999474,0.7709999999999582,lg_sctr
TOTAL,0.9099999999999966,0.11000000000000121,1.3139999999998508,lg_sctr
construct,0.007999999999981355,0.012000000000000455,0.1269999999999527,sm_sctr
build,0.014999999999986358,9.999999999994458e-4,0.016000000000076398,sm_sctr
render,0.049000000000006594,9.999999999994458e-4,0.049999999999954525,sm_sctr
draw,0.06400000000002137,0.004999999999999005,0.10100000000011278,sm_sctr
TOTAL,0.13599999999999568,0.01899999999999835,0.2940000000000964,sm_sctr
construct,0.0030000000000143245,0,0.0029999999999290594,trans
build,0.0700000000000216,0.0259999999999998,0.11000000000012733,trans
render,0.11599999999998545,0.031000000000000583,0.2749999999998636,trans
draw,0.7849999999999966,0.03500000000000014,0.8440000000000509,trans
TOTAL,0.974000000000018,0.09200000000000053,1.231999999999971,trans
construct,0.007999999999981355,0.011000000000001009,0.15200000000004366,many_axis
build,0.05900000000002592,0.018000000000000682,0.07599999999979445,many_axis
render,0.09600000000000364,0.012000000000000455,0.10799999999994725,many_axis
draw,0.6920000000000073,0.0259999999999998,0.7320000000001983,many_axis
TOTAL,0.8550000000000182,0.06700000000000195,1.0679999999999836,many_axis
construct,0.009000000000014552,0.010999999999999233,0.11800000000016553,no_lgd
build,0.09199999999998454,0.025000000000000355,0.15099999999983993,no_lgd
render,0.0759999999999934,0.010999999999999233,0.08699999999998909,no_lgd
draw,0.695999999999998,0.026999999999999247,0.7369999999998527,no_lgd
TOTAL,0.8729999999999905,0.07399999999999807,1.0929999999998472,no_lgd
construct,0.008000000000009777,0.009999999999999787,0.1169999999999618,sm_lgd_d
build,0.09000000000000341,0.019000000000000128,0.10999999999989996,sm_lgd_d
render,0.1519999999999868,0.026999999999999247,0.21199999999998909,sm_lgd_d
draw,0.7190000000000225,0.021000000000000796,0.7400000000000091,sm_lgd_d
TOTAL,0.9690000000000225,0.07699999999999996,1.17899999999986,sm_lgd_d
construct,0.006000000000000227,0.004999999999999005,0.032000000000152795,lg_lgd_d
build,0.09299999999998931,0.03200000000000003,0.2239999999999327,lg_lgd_d
render,0.16100000000000136,0.022999999999999687,0.21199999999998909,lg_lgd_d
draw,0.7760000000000105,0.023000000000001464,0.8079999999999927,lg_lgd_d
TOTAL,1.0360000000000014,0.08300000000000018,1.2760000000000673,lg_lgd_d
construct,0.005000000000023874,0.0039999999999995595,0.02800000000002001,lgd_c
build,0.06499999999999773,0.027999999999998693,0.17399999999997817,lgd_c
render,0.08400000000000318,0.009999999999999787,0.09399999999982356,lgd_c
draw,0.7810000000000059,0.04100000000000037,0.8770000000001801,lgd_c
TOTAL,0.9350000000000307,0.08299999999999841,1.1730000000000018,lgd_c
construct,0.009999999999990905,0.0129999999999999,0.13200000000006185,fct_5
build,0.10900000000000887,0.028999999999999915,0.14200000000005275,fct_5
render,0.28600000000000136,0.031000000000000583,0.43800000000010186,fct_5
draw,0.8899999999999864,0.049000000000001265,1.1510000000000673,fct_5
TOTAL,1.2949999999999875,0.12200000000000166,1.8630000000002838,fct_5
construct,0.0030000000000143245,0,0.0039999999999054126,fct_35
build,0.19900000000001228,0.04299999999999926,0.2869999999998072,fct_35
render,0.49100000000001387,0.019999999999999574,0.5190000000000055,fct_35
draw,0.9729999999999848,0.06700000000000017,1.1869999999998981,fct_35
TOTAL,1.6660000000000252,0.129999999999999,1.9969999999996162,fct_35
construct,0.001999999999981128,0,0.0029999999999290594,ht_map
build,0.014000000000010004,0,0.015000000000100044,ht_map
render,0.0730000000000075,0.0010000000000012221,0.07400000000006912,ht_map
draw,0.08700000000001751,0.02200000000000024,0.22700000000008913,ht_map
TOTAL,0.17600000000001614,0.023000000000001464,0.31900000000018736,ht_map
construct,0.0049999999999954525,0,0.005000000000109139,lyr2
build,0.15100000000001046,0.04299999999999926,0.1999999999998181,lyr2
render,0.1880000000000166,0.03300000000000125,0.29300000000012005,lyr2
draw,0.9119999999999777,0.057000000000000384,1.1980000000000928,lyr2
TOTAL,1.2560000000000002,0.1330000000000009,1.69600000000014,lyr2
construct,0.008000000000009777,0.004999999999999005,0.04800000000000182,lyr3
build,26.120000000000005,0.23199999999999932,26.8900000000001,lyr3
render,0.16500000000002046,0.013999999999999346,0.17899999999985994,lyr3
draw,0.7729999999999961,0.04699999999999882,0.9519999999999982,lyr3
TOTAL,27.06600000000003,0.2979999999999965,28.06899999999996,lyr3
construct,0.003999999999990678,0.004000000000001336,0.04300000000012005,hist
build,0.11800000000002342,0.025000000000000355,0.1619999999998072,hist
render,0.10500000000001819,0.002000000000000668,0.1069999999999709,hist
draw,0.12999999999999545,0.023000000000001464,0.27700000000004366,hist
TOTAL,0.35700000000002774,0.05400000000000382,0.5889999999999418,hist
construct,0.0030000000000143245,9.999999999994458e-4,0.0029999999999290594,hist_dg
build,0.12000000000000455,0.013999999999999346,0.1390000000001237,hist_dg
render,0.09899999999998954,9.999999999994458e-4,0.09999999999990905,hist_dg
draw,0.10699999999999932,0.013999999999999346,0.15999999999985448,hist_dg
TOTAL,0.32900000000000773,0.029999999999997584,0.4019999999998163,hist_dg
construct,0.002999999999985903,0,0.0029999999999290594,hist_mny_bns
build,0.1560000000000059,0.013999999999999346,0.16999999999984539,hist_mny_bns
