step,user.self,sys.self,elapsed,plot_type
TOTAL,0.07500000000004547,0.007999999999995566,0.09699999999429565,BaseR
construct,0.007000000000061846,0.01999999999999602,0.11100000000442378,lg_sctr
build,0.06700000000000728,0.027999999999991587,0.14299999999639113,lg_sctr
render,0.1369999999999436,0.015999999999991132,0.16100000000733417,lg_sctr
draw,0.2319999999999709,0.0049999999999954525,0.2449999999953434,lg_sctr
TOTAL,0.44299999999998363,0.0689999999999742,0.6600000000034925,lg_sctr
construct,0.0039999999999054126,0,0.004000000000814907,sm_sctr
build,0.01499999999987267,0.0010000000000047748,0.014999999999417923,sm_sctr
render,0.044000000000096406,0.0010000000000047748,0.04499999999825377,sm_sctr
draw,0.07200000000011642,0.012999999999991019,0.13800000000628643,sm_sctr
TOTAL,0.1349999999999909,0.015000000000000568,0.20200000000477303,sm_sctr
construct,0.00200000000018008,9.99999999990564e-4,0.001999999993131496,trans
build,0.06200000000012551,0.021000000000000796,0.08699999999953434,trans
render,0.1290000000001328,0.017000000000010118,0.15399999999499414,trans
draw,0.21100000000001273,0.003999999999990678,0.21699999998963904,trans
TOTAL,0.4040000000004511,0.042999999999992156,0.459999999977299,trans
construct,0.004000000000132786,0,0.004000000000814907,many_axis
build,0.06999999999993634,0.03300000000000125,0.16200000001117587,many_axis
render,0.12599999999997635,0.016000000000005343,0.14699999999720603,many_axis
draw,0.20500000000015461,0.0049999999999954525,0.21699999998963904,many_axis
TOTAL,0.4050000000002001,0.054000000000002046,0.5299999999988358,many_axis
construct,0.004999999999881766,0,0.005000000004656613,no_lgd
build,0.09799999999995634,0.02200000000000557,0.12099999999918509,no_lgd
render,0.09799999999995634,0.015000000000000568,0.11299999999755528,no_lgd
draw,0.1790000000000873,0.01300000000000523,0.22999999999592546,no_lgd
TOTAL,0.37999999999988177,0.05000000000001137,0.46899999999732245,no_lgd
construct,0.00200000000018008,0,0.0020000000076834112,sm_lgd_d
build,0.07600000000002183,0.01999999999999602,0.09699999999429565,sm_lgd_d
render,0.125,0.01099999999999568,0.13700000000244472,sm_lgd_d
draw,0.20400000000017826,0.0030000000000001137,0.20799999999871943,sm_lgd_d
TOTAL,0.40700000000038017,0.033999999999991815,0.4440000000031432,sm_lgd_d
construct,0.0019999999999527063,0,0.0029999999969732016,lg_lgd_d
build,0.07599999999979445,0.019000000000005457,0.09700000000884756,lg_lgd_d
render,0.19499999999993634,0.03899999999998727,0.27700000000186265,lg_lgd_d
draw,0.2319999999999709,0.003999999999990678,0.2380000000121072,lg_lgd_d
TOTAL,0.5049999999996544,0.0619999999999834,0.6150000000197906,lg_lgd_d
construct,0.0019999999999527063,0,0.001999999993131496,lgd_c
build,0.05900000000019645,0.01999999999999602,0.07800000000861473,lgd_c
render,0.0989999999999327,0.01099999999999568,0.11100000000442378,lgd_c
draw,0.21699999999987085,0.013999999999995794,0.27599999999802094,lgd_c
TOTAL,0.3769999999999527,0.044999999999987494,0.46700000000419095,lgd_c
construct,0.005000000000109139,0,0.005000000004656613,fct_5
build,0.08999999999991815,0.025000000000005684,0.11499999999068677,fct_5
render,0.2039999999999509,0.016999999999995907,0.22499999999126885,fct_5
draw,0.22700000000008913,0.0040000000000048885,0.23600000000442378,fct_5
TOTAL,0.5260000000000673,0.04600000000000648,0.580999999991036,fct_5
construct,0.0029999999999290594,0,0.0029999999969732016,fct_35
build,0.22900000000004184,0.060000000000002274,0.34400000001187436,fct_35
render,0.5219999999999345,0.027000000000001023,0.5559999999968568,fct_35
draw,0.375,0.0049999999999954525,0.3830000000016298,fct_35
TOTAL,1.1289999999999054,0.09199999999999875,1.2860000000073342,fct_35
construct,0.0039999999999054126,0.007000000000005002,0.0629999999946449,ht_map
build,0.016000000000076398,0,0.01600000000325963,ht_map
render,0.08399999999983265,0.001999999999995339,0.08699999999953434,ht_map
draw,0.07999999999992724,0,0.08000000000174623,ht_map
TOTAL,0.1839999999997417,0.009000000000000341,0.2459999999991851,ht_map
construct,0.005999999999858119,0,0.005999999993946403,lyr2
build,0.14099999999984902,0.04400000000001114,0.1939999999885913,lyr2
render,0.17399999999997817,0.03599999999998715,0.26400000001012813,lyr2
draw,0.16599999999993997,0.0040000000000048885,0.17199999999138527,lyr2
TOTAL,0.4869999999996253,0.08400000000000318,0.6359999999840511,lyr2
construct,0.007999999999810825,0,0.008000000001629815,lyr3
build,26.90300000000002,0.3009999999999877,27.75100000000384,lyr3
render,0.18599999999992178,0.018000000000000682,0.22100000000500586,lyr3
draw,0.21299999999996544,0.0049999999999954525,0.22400000000197906,lyr3
TOTAL,27.309999999999718,0.32399999999998386,28.204000000012456,lyr3
construct,0.0029999999999290594,0,0.0029999999969732016,hist
build,0.09400000000005093,0.009999999999990905,0.10400000000663567,hist
render,0.17499999999995453,0.03200000000001069,0.27399999999033753,hist
draw,0.11899999999991451,0.001999999999995339,0.15399999999499414,hist
TOTAL,0.390999999999849,0.04399999999999693,0.5349999999889405,hist
construct,0.003000000000156433,0,0.003000000011525117,hist_dg
build,0.11000000000012733,0.012999999999991019,0.128999999986263,hist_dg
render,0.11899999999991451,0.0020000000000095497,0.12400000001071021,hist_dg
draw,0.13000000000010914,0.023000000000010346,0.20699999999487773,hist_dg
TOTAL,0.3620000000003074,0.038000000000010914,0.46300000000337604,hist_dg
construct,0.0029999999999290594,0,0.0029999999969732016,hist_mny_bns
build,0.17200000000002547,0.016000000000005343,0.1940000000031432,hist_mny_bns
render,0.12800000000015643,0.001999999999995339,0.14000000001396984,hist_mny_bns
