step,user.self,sys.self,elapsed,plot_type
TOTAL,0.5420000000000016,0.0050000000000000044,0.5529999999999973,BaseR
construct,0.0039999999999995595,0,0.0040000000000048885,lg_sctr
build,0.06299999999999883,0.017000000000000015,0.0799999999999983,lg_sctr
render,0.11199999999999832,0.0129999999999999,0.13000000000000256,lg_sctr
draw,0.5840000000000014,0.020000000000000018,0.6999999999999957,lg_sctr
TOTAL,0.7629999999999981,0.04999999999999993,0.9140000000000015,lg_sctr
construct,0.0030000000000001137,0,0.0030000000000001137,sm_sctr
build,0.013999999999999346,0,0.015000000000000568,sm_sctr
render,0.05900000000000105,0.0040000000000000036,0.07000000000000739,sm_sctr
draw,0.07699999999999996,0.008000000000000007,0.10099999999999909,sm_sctr
TOTAL,0.15300000000000047,0.01200000000000001,0.18900000000000716,sm_sctr
construct,0.0039999999999995595,0,0.003999999999990678,trans
build,0.057000000000000384,0.018000000000000016,0.07500000000000284,trans
render,0.10400000000000098,0.013000000000000012,0.12199999999999989,trans
draw,0.5899999999999999,0.02200000000000002,0.7109999999999985,trans
TOTAL,0.7550000000000008,0.05300000000000005,0.9119999999999919,trans
construct,0.006000000000000227,0.0040000000000000036,0.0239999999999867,many_axis
build,0.05400000000000027,0.02400000000000002,0.1559999999999917,many_axis
render,0.10799999999999876,0.013999999999999901,0.1280000000000001,many_axis
draw,0.6180000000000003,0.030000000000000027,0.7620000000000005,many_axis
TOTAL,0.7859999999999996,0.07199999999999995,1.069999999999979,many_axis
construct,0.004000000000001336,0,0.0040000000000048885,no_lgd
build,0.0909999999999993,0.02200000000000002,0.11299999999999955,no_lgd
render,0.08999999999999986,0.015000000000000124,0.11200000000000898,no_lgd
draw,0.6929999999999996,0.014000000000000012,0.7360000000000042,no_lgd
TOTAL,0.8780000000000001,0.051000000000000156,0.9650000000000176,no_lgd
construct,0.006999999999999673,0.007999999999999785,0.0940000000000083,sm_lgd_d
build,0.07900000000000063,0.018999999999999906,0.09900000000000375,sm_lgd_d
render,0.1769999999999996,0.025000000000000133,0.22100000000000364,sm_lgd_d
draw,0.7459999999999987,0.016000000000000014,0.7909999999999968,sm_lgd_d
TOTAL,1.0089999999999986,0.06799999999999984,1.2050000000000125,sm_lgd_d
construct,0.0030000000000001137,0,0.0030000000000001137,lg_lgd_d
build,0.09799999999999898,0.03499999999999992,0.21700000000001296,lg_lgd_d
render,0.19400000000000261,0.026000000000000023,0.24499999999999034,lg_lgd_d
draw,0.8000000000000007,0.039000000000000146,0.9549999999999983,lg_lgd_d
TOTAL,1.0950000000000024,0.10000000000000009,1.4200000000000017,lg_lgd_d
construct,0.0030000000000001137,0,0.0030000000000001137,lgd_c
build,0.0710000000000015,0.020000000000000018,0.09199999999999875,lgd_c
render,0.129999999999999,0.018000000000000016,0.16100000000000136,lgd_c
draw,0.820999999999998,0.03200000000000003,0.9680000000000035,lgd_c
TOTAL,1.0249999999999986,0.07000000000000006,1.2240000000000038,lgd_c
construct,0.008000000000002672,0.001000000000000112,0.009000000000000341,fct_5
build,0.08200000000000074,0.020000000000000018,0.10200000000000387,fct_5
render,0.21899999999999764,0.026000000000000023,0.2669999999999959,fct_5
draw,0.6869999999999976,0.03600000000000003,0.8430000000000035,fct_5
TOTAL,0.9959999999999987,0.08300000000000018,1.2210000000000036,fct_5
construct,0.004000000000001336,0,0.0030000000000001137,fct_35
build,0.1509999999999998,0.02499999999999991,0.17499999999999716,fct_35
render,0.46399999999999864,0.03500000000000014,0.5460000000000065,fct_35
draw,0.870000000000001,0.05400000000000005,1.0630000000000024,fct_35
TOTAL,1.4890000000000008,0.1140000000000001,1.7870000000000061,fct_35
construct,0.0030000000000001137,0,0.003999999999990678,ht_map
build,0.015000000000000568,0.001000000000000112,0.015000000000000568,ht_map
render,0.08299999999999841,0.005999999999999783,0.10099999999999909,ht_map
draw,0.10699999999999932,0.014999999999999902,0.15200000000000102,ht_map
TOTAL,0.2079999999999984,0.021999999999999797,0.27199999999999136,ht_map
construct,0.006000000000000227,0,0.005000000000009663,lyr2
build,0.1479999999999997,0.049000000000000155,0.2809999999999917,lyr2
render,0.14499999999999957,0.016000000000000014,0.1699999999999875,lyr2
draw,0.6119999999999983,0.02499999999999991,0.7360000000000042,lyr2
TOTAL,0.9109999999999978,0.09000000000000008,1.191999999999993,lyr2
construct,0.006000000000000227,0,0.007000000000005002,lyr3
build,26.151,0.258,26.742999999999995,lyr3
render,0.19600000000000506,0.020000000000000018,0.2289999999999992,lyr3
draw,0.6980000000000004,0.018999999999999684,0.7650000000000006,lyr3
TOTAL,27.051000000000005,0.2969999999999997,27.744,lyr3
construct,0.006000000000000227,0,0.006000000000000227,hist
build,0.14799999999999613,0.039000000000000146,0.32200000000000273,hist
render,0.142000000000003,0.013000000000000345,0.18500000000000227,hist
draw,0.1419999999999959,0.019000000000000128,0.2049999999999983,hist
TOTAL,0.4379999999999953,0.07100000000000062,0.7180000000000035,hist
construct,0.009000000000000341,0.009000000000000341,0.10500000000000398,hist_dg
build,0.0940000000000012,0.009999999999999787,0.10600000000000875,hist_dg
render,0.16599999999999682,0.01499999999999968,0.20700000000000784,hist_dg
draw,0.12899999999999778,0.0129999999999999,0.17199999999999704,hist_dg
TOTAL,0.39799999999999613,0.04699999999999971,0.5900000000000176,hist_dg
construct,0.0030000000000001137,0,0.0030000000000001137,hist_mny_bns
build,0.18200000000000216,0.016000000000000014,0.2049999999999983,hist_mny_bns
render,0.15700000000000358,0.03200000000000003,0.2980000000000018,hist_mny_bns
draw,0.13400000000000034,0.01200000000000001,0.1740000000000066,hist_mny_bns
