step,user.self,sys.self,elapsed,plot_type
construct,0.0030000000000001137,0,0.0020000000000095497,lyr2
build,0.10499999999998977,0.029000000000000803,0.13399999999998613,lyr2
render,0.10800000000000409,0.009000000000000341,0.11700000000001864,lyr2
draw,0.10899999999999466,0.011999999999999567,0.17600000000001614,lyr2
TOTAL,0.32499999999998863,0.05000000000000071,0.42900000000003047,lyr2
construct,0.009000000000000341,0.007000000000000561,0.07600000000002183,lyr3
build,25.272000000000006,0.0699999999999994,25.370000000000005,lyr3
render,0.14300000000000068,0.01100000000000012,0.15500000000000114,lyr3
draw,0.11899999999999977,0.0039999999999995595,0.1699999999999875,lyr3
TOTAL,25.543000000000006,0.09199999999999964,25.771000000000015,lyr3
construct,0.0030000000000143245,0,0.002999999999985903,hist
build,0.08300000000002683,0.008000000000000007,0.09100000000000819,hist
render,0.09599999999997522,0.001000000000000334,0.09800000000001319,hist
draw,0.0800000000000125,0.001000000000000334,0.08400000000000318,hist
TOTAL,0.2620000000000289,0.010000000000000675,0.27600000000001046,hist
construct,0.006000000000000227,0.0039999999999995595,0.025000000000005684,hist_dg
build,0.09999999999999432,0.0259999999999998,0.2050000000000125,hist_dg
render,0.09499999999999886,9.999999999994458e-4,0.09699999999997999,hist_dg
draw,0.08099999999998886,0.002000000000000668,0.08400000000000318,hist_dg
TOTAL,0.28199999999998226,0.032999999999999474,0.41100000000000136,hist_dg
construct,0.0049999999999954525,0.004000000000000448,0.02400000000000091,hist_mny_bns
build,0.1769999999999925,0.03699999999999992,0.29300000000000637,hist_mny_bns
render,0.09100000000000819,0,0.09100000000000819,hist_mny_bns
draw,0.08200000000002206,0.0019999999999997797,0.08499999999997954,hist_mny_bns
TOTAL,0.3550000000000182,0.04300000000000015,0.492999999999995,hist_mny_bns
construct,0.003999999999990678,0,0.0030000000000143245,maps_us
build,0.019000000000005457,0.0019999999999997797,0.020000000000010232,maps_us
render,0.04400000000001114,0,0.044999999999987494,maps_us
draw,0.046999999999997044,0.001000000000000334,0.04800000000000182,maps_us
TOTAL,0.11400000000000432,0.0030000000000001137,0.11600000000001387,maps_us
construct,0.002999999999985903,0,0.003999999999990678,maps_sts
build,0.03300000000001546,0.008000000000000007,0.03900000000001569,maps_sts
render,0.06099999999997863,0.017000000000000348,0.15800000000001546,maps_sts
draw,0.046999999999997044,0.001000000000000334,0.04999999999998295,maps_sts
TOTAL,0.14399999999997704,0.02600000000000069,0.2510000000000048,maps_sts
construct,0.003999999999990678,0,0.003999999999990678,sf_many
build,0.054000000000002046,0,0.05500000000000682,sf_many
render,0.07400000000001228,0.017000000000000348,0.16599999999999682,sf_many
draw,0.043000000000006366,0.001000000000000334,0.04899999999997817,sf_many
TOTAL,0.17500000000001137,0.018000000000000682,0.2739999999999725,sf_many
construct,0.004000000000019099,0,0.0030000000000143245,sf_one
build,0.08600000000001273,0.021000000000000796,0.19400000000001683,sf_one
render,0.4240000000000066,0.008000000000000007,0.43200000000001637,sf_one
draw,0.0730000000000075,0.0039999999999995595,0.08399999999997476,sf_one
TOTAL,0.5870000000000459,0.03300000000000036,0.7130000000000223,sf_one
